   1.4285714e-01	   1.4285714e-01	   1.4285714e-01	   1.4285714e-01	   0.0000000e+00	   1.4285714e-01	   0.0000000e+00	   0.0000000e+00	   1.4285714e-01	   1.4285714e-01	
   1.4285714e-01	   3.4761905e-01	   2.0000000e-01	   0.0000000e+00	   0.0000000e+00	   1.6666667e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.4285714e-01	
   1.4285714e-01	   2.0000000e-01	   5.1428571e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.4285714e-01	
   1.4285714e-01	   0.0000000e+00	   0.0000000e+00	   4.4047619e-01	   0.0000000e+00	   1.6666667e-01	   0.0000000e+00	   0.0000000e+00	   2.5000000e-01	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.5714286e-01	   0.0000000e+00	   2.5000000e-01	   2.5000000e-01	   0.0000000e+00	   1.4285714e-01	
   1.4285714e-01	   1.6666667e-01	   0.0000000e+00	   1.6666667e-01	   0.0000000e+00	   2.1428571e-01	   0.0000000e+00	   0.0000000e+00	   1.6666667e-01	   1.4285714e-01	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.5000000e-01	   0.0000000e+00	   3.5714286e-01	   2.5000000e-01	   0.0000000e+00	   1.4285714e-01	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.5000000e-01	   0.0000000e+00	   2.5000000e-01	   5.0000000e-01	   0.0000000e+00	   0.0000000e+00	
   1.4285714e-01	   0.0000000e+00	   0.0000000e+00	   2.5000000e-01	   0.0000000e+00	   1.6666667e-01	   0.0000000e+00	   0.0000000e+00	   4.4047619e-01	   0.0000000e+00	
   1.4285714e-01	   1.4285714e-01	   1.4285714e-01	   0.0000000e+00	   1.4285714e-01	   1.4285714e-01	   1.4285714e-01	   0.0000000e+00	   0.0000000e+00	   1.4285714e-01	
