   1.4285714e-01	   1.4285714e-01	   1.4285714e-01	   1.4285714e-01	   1.4285714e-01	   0.0000000e+00	   1.4285714e-01	   0.0000000e+00	   0.0000000e+00	   1.4285714e-01	
   1.4285714e-01	   4.4047619e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   2.5000000e-01	   0.0000000e+00	   1.6666667e-01	
   1.4285714e-01	   0.0000000e+00	   3.5714286e-01	   0.0000000e+00	   1.6666667e-01	   0.0000000e+00	   1.6666667e-01	   0.0000000e+00	   0.0000000e+00	   1.6666667e-01	
   1.4285714e-01	   0.0000000e+00	   0.0000000e+00	   1.9047619e-01	   1.6666667e-01	   1.6666667e-01	   1.6666667e-01	   0.0000000e+00	   0.0000000e+00	   1.6666667e-01	
   1.4285714e-01	   0.0000000e+00	   1.6666667e-01	   1.6666667e-01	   1.9047619e-01	   1.6666667e-01	   1.6666667e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.6666667e-01	   1.6666667e-01	   6.6666667e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.4285714e-01	   0.0000000e+00	   1.6666667e-01	   1.6666667e-01	   1.6666667e-01	   0.0000000e+00	   1.9047619e-01	   0.0000000e+00	   0.0000000e+00	   1.6666667e-01	
   0.0000000e+00	   2.5000000e-01	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   4.1666667e-01	   3.3333333e-01	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.3333333e-01	   6.6666667e-01	   0.0000000e+00	
   1.4285714e-01	   1.6666667e-01	   1.6666667e-01	   1.6666667e-01	   0.0000000e+00	   0.0000000e+00	   1.6666667e-01	   0.0000000e+00	   0.0000000e+00	   1.9047619e-01	
