0.2726358	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.052631579	0.058823529	0	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
0	0.40714286	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.14285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.15909091	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0	0	0	0	0	0.125	0.125	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.24603175	0	0	0	0	0	0.16666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14285714	0.11111111	0	0	0	0.16666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16666667	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.19846614	0	0	0	0	0	0	0	0.055555556	0	0	0	0.052631579	0.058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0	0.071428571	0	0.052631579	0	0	0	0.052631579	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0.071428571	0	0	0	0	0	0	0	0	0	0	0.058823529	0.066666667	0	0	0	0	0
0	0	0	0	0	0.46666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.16666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16666667	0	0	0	0	0	0	0
0	0	0.125	0	0	0	0.125	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0
0	0	0	0	0	0	0	0.2281746	0.125	0	0	0	0	0	0	0	0	0	0.125	0	0	0.14285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14285714	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.125	0.13888889	0	0	0.125	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.2	0	0.16666667	0	0	0	0	0	0.34761905	0	0	0	0	0	0	0	0	0	0	0	0.14285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.125	0	0.125	0	0	0.13888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0
0	0	0	0	0.055555556	0	0	0	0	0	0	0	0.064327485	0	0	0	0.052631579	0.055555556	0	0	0	0	0	0	0	0	0.055555556	0	0	0	0	0	0	0.055555556	0	0	0	0	0.055555556	0	0	0.055555556	0	0	0	0.055555556	0	0	0	0	0	0	0.055555556	0	0	0	0.055555556	0	0	0	0	0	0.052631579	0	0	0	0.052631579	0	0	0	0	0.055555556	0	0	0	0	0	0	0.055555556	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0	0	0.055555556	0.055555556	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.32380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16666667	0	0	0	0.14285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23096913	0	0.052631579	0.058823529	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	0	0	0.1	0	0
